Date;Type;Gear;Name;Dist_km;Elv_meter;Elapsed_Time;Moving_Time;Start_Time;Day_of_Week;Speed_km/h;MaxSpeed_km/h;Elv_High_meter;Elv_Low_meter;Temp_°C;Cal;Energy_KJ;Segs;PRs;Group_Size;Kudos;Comments;Photos;Private;Visibility;Dist_start_to_end_km;Description;Tiles_calculated;Device_App;Activity_Id
7-9-2018;Ride;Single speed Felt Dispatch (2010); 789 heen;50.10;49;01:46:40;01:44:10;05:27:34;Monday;28.9;43.9;7;-9;17;1,19;883;48;;1;1;;1;;Everyone;37.29;;;Lezyne Super GPS Enhanced;1690443740
7-8-2018;Ride;Single speed Felt Dispatch (2010); Rondje Schoonhoven, Haastrecht;82.27;92;02:46:02;02:45:42;11:27:01;Sunday;29.8;46.8;16;-4;28;1,952;1,551;55;19;1;1;;;;Everyone;0.02;;;Lezyne Super GPS Enhanced;1688753551
7-7-2018;Ride;Single speed Felt Dispatch (2010); Rondje Vianen, Wijk bij Duurstede;47.19;91;01:42:41;01:37:42;19:16:03;Saturday;29.0;42.8;21;-5;24;1,123;858;28;14;1;1;;;;Everyone;0.02;;;Lezyne Super GPS Enhanced;1687307443
7-5-2018;Ride;Single speed Felt Dispatch (2010); 788 terug;49.10;99;01:34:13;01:31:35;17:27:19;Thursday;32.2;46.1;12;-25;25;1,163;998;54;6;1;1;;;;Everyone;37.28;;;Lezyne Super GPS Enhanced;1682863506
7-5-2018;Ride;Single speed Felt Dispatch (2010); 788 heen;47.42;84;01:34:38;01:33:03;05:26:51;Thursday;30.6;42.5;15;-9;18;1,126;882;41;15;1;1;;;;Everyone;37.19;;;Lezyne Super GPS Enhanced;1681841700
7-4-2018;Ride;Racefiets Wilier Mortirolo (2009); 787 terug;47.56;113;01:36:45;01:30:19;16:57:02;Wednesday;31.6;49.0;4;-23;26;1,124;962;59;3;2;1;;;;Everyone;37.18;;;Lezyne Super GPS Enhanced;1680688103
7-3-2018;Ride;Racefiets Wilier Mortirolo (2009); 787 heen;49.46;100;01:43:44;01:43:44;05:35:53;Tuesday;28.6;46.1;21;-12;18;1,172;909;54;4;1;;;;Yes;Only you;37.29;;;Lezyne Super GPS Enhanced;1677395510
7-1-2018;Ride;Racefiets Wilier Mortirolo (2009); Halve rit, start in Nijmegen;38.80;95;01:32:22;01:16:40;15:37:34;Sunday;30.4;57.6;23;0;32;918;795;24;14;1;1;;;;Everyone;29.43;;;Lezyne Super GPS Enhanced;1674298092
06/30/2018;Ride;Racefiets Wilier Mortirolo (2009); Rondje Rhenen;83.37;238;03:29:46;03:01:39;16:07:41;Saturday;27.5;48.2;56;-21;31;1,959;1,575;71;18;1;1;;;;Everyone;0.00;;;Lezyne Super GPS Enhanced;1672519879
06/28/2018;Ride;Racefiets Wilier Mortirolo (2009); 786 terug;53.51;112;01:50:25;01:43:36;17:59:13;Thursday;31.0;52.2;11;-83;27;1,267;1,044;59;9;1;1;;;;Everyone;38.09;;;Lezyne Super GPS Enhanced;1668112914
06/28/2018;Ride;Racefiets Wilier Mortirolo (2009); 786 heen;63.65;79;02:36:43;02:27:26;05:29:26;Thursday;25.9;40.3;15;-88;18;1,51;1,062;51;28;1;1;;1;;Everyone;37.30;;;Lezyne Super GPS Enhanced;1667051777
06/27/2018;Ride;Racefiets Wilier Mortirolo (2009); 785 terug;46.51;77;01:33:14;01:27:09;16:37:05;Wednesday;32.0;58.3;13;-7;26;1,102;913;56;15;1;1;;;;Everyone;35.55;;;Lezyne Super GPS Enhanced;1665810115
06/27/2018;Ride;Racefiets Wilier Mortirolo (2009); 785 heen;48.58;59;01:42:07;01:36:55;05:28:08;Wednesday;30.1;43.2;18;-6;15;1,152;892;57;6;2;1;;;;Everyone;37.31;;;Lezyne Super GPS Enhanced;1664853110
06/25/2018;Ride;Racefiets Wilier Mortirolo (2009); 784 terug;49.13;78;01:38:09;01:35:32;16:49:45;Monday;30.9;50.8;7;-17;24;1,165;946;64;5;1;1;;;;Everyone;37.71;;;Lezyne Super GPS Enhanced;1661450803
06/25/2018;Ride;Racefiets Wilier Mortirolo (2009); 784 heen;50.09;56;01:47:37;01:47:37;05:43:03;Monday;27.9;41.4;8;-10;17;1,188;883;46;;1;1;;;;Everyone;37.30;;;Lezyne Super GPS Enhanced;1660581523
06/23/2018;Ride;Racefiets Wilier Mortirolo (2009); Signal de Botrange - Troisvierges;60.82;545;04:19:26;03:07:41;17:26:56;Saturday;19.4;67.0;692;391;16;1,415;1,116;18;18;1;1;;1;;Everyone;43.16;;;Lezyne Super GPS Enhanced;1657596557
06/23/2018;Ride;Racefiets Wilier Mortirolo (2009); Troisvierges - Signal de Botrange;66.26;802;03:29:53;02:53:04;11:31:13;Saturday;23.0;56.9;692;397;17;1,559;1,444;18;18;1;1;;2;;Everyone;43.14;;;Lezyne Super GPS Enhanced;1657594313
06/20/2018;Ride;Racefiets Wilier Mortirolo (2009); 783 terug;46.44;86;01:31:15;01:28:33;17:24:57;Wednesday;31.5;45.0;2;-53;27;1,102;936;62;11;2;1;;;;Everyone;37.11;;;Lezyne Super GPS Enhanced;1650959627
06/20/2018;Ride;Racefiets Wilier Mortirolo (2009); 783 heen;50.43;120;01:39:47;01:37:56;06:21:03;Wednesday;30.9;47.5;9;-72;18;1,197;995;51;16;1;1;;;;Everyone;37.28;;;Lezyne Super GPS Enhanced;1649974908
06/18/2018;Ride;Racefiets Wilier Mortirolo (2009); 782 terug;48.01;96;01:41:52;01:40:05;15:57:19;Monday;28.8;49.0;157;5;21;1,139;810;60;1;1;1;;;;Everyone;37.32;;;Lezyne Super GPS Enhanced;1646545384
06/18/2018;Ride;Racefiets Wilier Mortirolo (2009); 782 heen;51.84;104;01:44:19;01:43:57;05:27:09;Monday;29.9;43.6;1;-12;18;1,23;987;57;22;1;1;;;;Everyone;37.31;;;Lezyne Super GPS Enhanced;1645781961
06/16/2018;Ride;Racefiets Wilier Mortirolo (2009); rondje Van Brienenoordbrug;125.44;309;04:53:39;04:30:16;11:10:01;Saturday;27.8;46.8;24;-10;23;2,983;2,347;94;53;1;1;;;;Everyone;0.80;;;Lezyne Super GPS Enhanced;1642703963
06/13/2018;Ride;Racefiets Wilier Mortirolo (2009); 781 terug;52.52;81;01:45:07;01:43:10;15:52:38;Wednesday;30.5;46.1;15;-19;22;1,247;1,036;54;24;1;1;;;;Everyone;37.29;;;Lezyne Super GPS Enhanced;1636120358
06/13/2018;Ride;Racefiets Wilier Mortirolo (2009); 781 heen;51.39;85;01:53:54;01:53:35;05:32:50;Wednesday;27.1;42.5;7;-23;16;1,206;916;59;7;1;1;;;;Everyone;37.31;;;Lezyne Super GPS Enhanced;1635352804
6-11-2018;Ride;Racefiets Wilier Mortirolo (2009); 780 terug;51.59;111;01:43:05;01:41:36;17:09:41;Monday;30.5;51.8;16;-15;23;1,22;1,043;58;12;1;1;;;;Everyone;37.32;;;Lezyne Super GPS Enhanced;1632232660
6-11-2018;Ride;Racefiets Wilier Mortirolo (2009); 780 heen. Na 12 km drong de missende rugzak tot me door....;72.89;133;02:43:30;02:33:30;05:34:50;Monday;28.5;44.6;102;-1;16;1,722;1,293;81;15;1;1;;;;Everyone;37.15;;;Lezyne Super GPS Enhanced;1631544154
6-10-2018;Ride;Racefiets Wilier Mortirolo (2009); Rondje Schoonhoven - Haastrecht;86.62;206;03:22:20;03:01:04;10:24:00;Sunday;28.7;47.2;18;-11;24;2,057;1,639;78;30;1;1;;1;;Everyone;0.02;;;Lezyne Super GPS Enhanced;1629448557
